ENTRY;Ranking;REASON;
CVE-2008-0765;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2008-0798;0;Artmedic en un CMS que está destinado principalmente a la creación de sitios web pequeños y medianos y por ende a gestionar información del paciente, el módulo de newsletter es un componente más y al no ser un sistema de apoyo vital, su prioridad ha sido considerada como baja.;
CVE-2019-15563;1;OHDSI permite construir su propio entorno para almacenar datos de salud de observación a nivel del paciente, convertir sus datos a los estándares de datos comunitarios abiertos de OHDSI (incluido el Modelo de datos comunes de OMOP), ejecutar análisis de código abierto utilizando el kit de herramientas OHDSI, y colaborar en los estudios de investigación de OHDSI que promueven nuestra misión compartida hacia la generación de evidencia confiable. Si se confìan todos los datos del paciente en este sistema y es vulnerable a SQLI, podría atentar contra la atención oportuna y vida.;
CVE-2020-11674;0;Cerner medico 26.00 está diseñado para la asistencia en rehabilitación física, no suministra ninguna sustancia médica por lo que no podrìa comprometer la vida al no ser un sistema de apoyo vital;
CVE-2020-11675;0;Cerner medico 26.00 está diseñado para la asistencia en rehabilitación física, no suministra ninguna sustancia médica por lo que no podrìa comprometer la vida al no ser un sistema de apoyo vital;
CVE-2020-11676;0;Cerner medico 26.00 está diseñado para la asistencia en rehabilitación física, no suministra ninguna sustancia médica por lo que no podrìa comprometer la vida al no ser un sistema de apoyo vital;
CVE-2020-11677;0;Cerner medico 26.00 está diseñado para la asistencia en rehabilitación física, no suministra ninguna sustancia médica por lo que no podrìa comprometer la vida al no ser un sistema de apoyo vital;
CVE-2020-12039;1; Sigma Spectrum Infusion System v's6.x es una bomba de ifución que puede suministrar de manera errática la dosis de medicina para un paciente, en este sentido, al considerarse de apoyo vital para un paciente, compromete la vida;
CVE-2020-8788;0;Synaptive Medical ClearCanvas ImageServer 3.0 es usado para obtener imágenes representadas de un servidor de imágenes, en este sentido no es directamente de apoyo vital para el paciente, por lo que no compromete a su salud.;
CVE-2019-18254;1;BIOTRONIK CardioMessenger II Permite al paciente enviar datos crìticos sobre el estado de salud de su corazón al médico tratante, se encuentra integrado a un desfibrilador automático, por lo que en caso de fallar pondría en riesgo la salud del paciente;
CVE-2020-11436;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2020-11437;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2020-11438;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2020-11439;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2020-12036;1;PRISMAFLEX está diseñado para apoyar la recuperación de pacientes críticos con lesión renal aguda (IRA). En caso de presentar falencias en la dosificación enfocada a la hemodiálisis, podrìa comprometer la vida del paciente;
CVE-2020-12039;1;Baxter Sigma Spectrum Infusion Pumps  es empleado para programar la infusión intravenosa del medicamento a pacientes, optimizando errores, sin embaro, al acceder a las configuraciones del dispositivo puede afectar por terceros el suministro del medicamento programado;
CVE-2020-23829;0;LibreHealth EHR en el ataque de inclusión de archivos remotos para posterior ejecución puede interferir en la historia clínica del paciente, sin embargo al no tratarse de un sistema de apoyo votal al paciente, no presenta un impacto crítico a la salud;
CVE-2020-25175;0;GE Healthcare Imaging and Ultrasound se encuentra diseñado para apoyar al médico en el diagnóstico de afecciones médicas, sin embargo al no tratarse de un sistema de apoyo vital para el paciente, no se puede considerar como crítico para el soporte vital;
CVE-2020-25179;0;GE Healthcare Imaging and Ultrasound se encuentra diseñado para apoyar al médico en el diagnóstico de afecciones médicas, sin embargoal notratarsede un sistema de apoyo vital para el paciente, no se puede considerar como crítico para el soporte vital;
CVE-2020-28074;0;SourceCodester Online Health Care System se trata de un sistema de atención médica en línea, no es comotal un artefacto que afecte al soporte vital de un paciente;
CVE-2020-28937;1;OpenClinic es un sistema de registros médicos, considerando que si se modifica el expediente médico de un paciente para omitir la alergia a un medicamento o osibles enfermedades, esto commprometerìa el diagòstico y suministro de medicamentos por el profesional de la salud;
CVE-2020-28939;1;OpenClinic es un sistema de registros médicos, considerando que si se modifica el expediente médico de un paciente para omitir la alergia a un medicamento o osibles enfermedades, esto commprometerìa el diagòstico y suministro de medicamentos por el profesional de la salud;
CVE-2020-12035;1;El sistema Prismaflex de Baxter es la tecnología de última generación de depuración sanguínea, al afectarse la calibración puede comprometer la vida del paciente;
CVE-2020-12037;1;El sistema Prismaflex de Baxter es la tecnología de última generación de depuración sanguínea, al afectarse la calibración puede comprometer la vida del paciente;
CVE-2020-24862;0;El sistema Pharmacy Medical Store and Sale Point ayuda a gestionar la venta de mediamentos, disponibilidad en inventarios, etc. Este sistema no compromete directamente la salud del paciente;
CVE-2020-27278;1;Hamilton Medical AG es un sistema de ventilación y respirador que es en la actualidad usado para apoyar en el soporte vital a los pacientes tratados por covid-9 y demás complicaciones respiratorias, al existir probabilidad de obtener privilegios de administración, se puede malograr su funcionamiento;
CVE-2020-27282;1;Hamilton Medical AG es un sistema de ventilación y respirador que es en la actualidad usado para apoyar en el soporte vital a los pacientes tratados por covid-9 y demás complicaciones respiratorias, al existir probabilidad de dejarlo inusable, se puede malograr su funcionamiento;
CVE-2020-27290;1;Hamilton Medical AG es un sistema de ventilación y respirador que es en la actualidad usado para apoyar en el soporte vital a los pacientes tratados por covid-9 y demás complicaciones respiratorias, existe una brecha de seguridad inherente a la configuración de los logs e interfaces;
CVE-2021-2040;0;En virtud que oracle argus Safety es un sistema de farmacovigilancia que proporciona un completo fundamento para la gestión de casos e informes y no tiene nada que ver con el apoyo vital a un paciente;
CVE-2021-2110;0;En virtud que oracle argus Safety es un sistema de farmacovigilancia que proporciona un completo fundamento para la gestión de casos e informes y no tiene nada que ver con el apoyo vital a un paciente;
CVE-2021-25401;0;El sistema s health de samsung es un aplicativo orientado en su mayoría a mantenerse en forma a través del ejercicio, en este sentido no es un softwarae de apoyo vital al paciente;
CVE-2021-25425;0;El sistema s health de samsung es un aplicativo orientado en su mayoría a mantenerse en forma a través del ejercicio, en este sentido no es un softwarae de apoyo vital al paciente;
CVE-2021-27408;1;El software Welch Allyn medical es transversal a varios dispositivos de apoyo vital a pacientes como: medidores de presión, aparatos de control visual, medidores cardiacos, monitoreo de pacientes, etc.; 
CVE-2021-27410;1;El software Welch Allyn medical es transversal a varios dispositivos de apoyo vital a pacientes como: medidores de presión, aparatos de control visual, medidores cardiacos, monitoreo de pacientes, etc.;
CVE-2021-31327;0;Remote Clinic v2.0 es un sistema online que permite gestionar registros médicos en formato electrónico, sin embargo no se encuentra directamente relacionado al soporte vital del paciente;
CVE-2021-22156;1;Blackberry  qnx es usado para sistemas críticos para la salud conforme la página: https://blackberry.qnx.com/en/industries/medical;
CVE-2021-25506;0;Samsung health es empleado para obtener datos básicos de salud de un usuario, sin embargo no es indispensable para el apoyo del paciente;
CVE-2021-36948;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37161;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37162;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37163;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37164;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37165;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37166;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-37167;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-39375;0;Tasy EMR, de Philips, es un sistema de gestión Hospitalaria, (EMR), no se encuentra directamente vinculado con la criticidad en la salud de un paciente;
CVE-2021-39376;0;Tasy EMR, de Philips, es un sistema de gestión Hospitalaria, (EMR), no se encuentra directamente vinculado con la criticidad en la salud de un paciente;
CVE-2021-37160;1;Nexus™ Software Technology es usado como base de conectividad e integración de varios sistemas de monitoreo de salud conforme la página https://www.swisslog-healthcare.com/en-us/products/transport-automation/translogic-pneumatic-tube-system/translogic-stations;
CVE-2021-32025;1;QNX es usado como base de sistemas críticos para la salud, dispositivos médicos, etc;
CVE-2021-40375;1;OpenEyes es usado para el almacenamiento electrónico oftalmológico de un paciente;
CVE-2021-45918;0;nhi health insurance webservice component es empleado para validar la tarjeta de seguro médico de un paciente, en este sentido no afesta la salud del mismo de manera crítica;
CVE-2022-0388;0;interactive_medical_drawing_of_human_body es un plugin wordpress para dibujar componentes del cuerpo humano;
CVE-2022-22283;0;Samsung Health es empleado para obtener datos básicos de salud de un usuario, sin embargo no es indispensable para el apoyo del paciente;
CVE-2022-22765;0;BD Viper es empleado para exámenes clínicos y no paara soporte vital al paciente;
CVE-2022-22766;1;BD Pyxis products son ePHI que alterando su integridad, pondrían en riesgo al paciente;
CVE-2022-23612;1;OpenMRS almacena registros médicos del paciente que al alteerar su integridad, pondrían en riesgo la vida;
CVE-2022-25394;0;Medical Store Management System gestiona tiendas de medicamentos y no es crucial para la salud del paciente;
CVE-2022-25492;0;Hospitality Management System v1.0 es un sistema de gestión hospitalaria que no está vinculado directamente con el monitoreo de signos vitales a pacientes;
CVE-2022-27935;0;pexip infinity es un sitema de videoconferencia utilizado para telehealth, no monitorea directamente los signos vitales de un paciente;
CVE-2022-28533;0;medical hub directory site 1.0 es un repositorio de clinicas dentro de un centro médico determinado, no está relacionado con monitoreo de salud directamente;
CVE-2022-29938;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-29939;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-29940;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-30277;1;BD Synapsys es usado para gestionar datos de laboratorio de pacientes, que al ser vulnerado puede poner en riesgo la integridad de la información del paciente.
CVE-2022-31492;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31493;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31494;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31495;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31496;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31497;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
CVE-2022-31498;1;LibreHealth es un sistema que permite el almacenamiento y gestión electrónica del historial médica asociado a un paciente, la vulnerabilidad se encuentra asociada con una amenaza a la integridad de la información almacenada, por lo tanto puede comprometer la vida del paciente al proporcionar información falsa.;
